team_name,player_name,player_full_name,GM,Min,Age,player_position,games_by_team,minutes_played_by_team,minutes_played_percentage,total_gross_salary,signed,contract_expiration,season,transfer_window,club_id_tmkt,player_id,transfer_price,contract_length_years,player_annual_fee,player_annual_cost,team_total_salary,team_total_fees,team_total_cost,player_annual_cost_percentage
Atlas,L. Flores,Leonardo Flores,4,290,22,Right Midfielder,25,2250,0.13,,,,,,,,,,,0,10890000.0,6566667,17456667,0.0
Puebla,I. Moreno,Iker Moreno,8,284,22,Right Midfielder,26,2340,0.12,90000.0,08-07-2025,31-12-2025,,,,,,0.0,,90000,11000000.0,7816667,18816667,0.005
Mazatlán,I. González,Iván González,6,284,19,Right Midfielder,25,2250,0.13,,,,,,,,,,,0,9710000.0,1747917,11457917,0.0
Necaxa,E. Martínez,Emilio Martínez,6,275,22,Right Back,29,2610,0.11,130000.0,01-07-2023,30-06-2026,,,,,,3.0,,130000,8700000.0,6121867,14821867,0.009
Atlas,A. Ramírez,Alonso Ramírez,5,272,24,Central Midfielder,25,2250,0.12,160000.0,,30-06-2026,,,,,,,,160000,10890000.0,6566667,17456667,0.009
Santos Laguna,A. Santamaría,Anderson Santamaría,4,270,33,Left Centre Back,24,2160,0.12,,,,,,,,,,,0,9150000.0,3645833,12795833,0.0
Tigres UANL,G. Pizarro Demestri,Guido Hernán Pizarro Demestri,3,270,35,Defensive Midfielder,37,3330,0.08,,,,,,,,,,,0,36450000.0,10285834,46735834,0.0
Santos Laguna,D. Medina,Diego Medina,11,268,24,Right Attacking Midfielder,24,2160,0.12,190000.0,03-01-2022,30-06-2026,,,,,,4.0,,190000,9150000.0,3645833,12795833,0.015
Necaxa,A. Palma,Arturo Palma,7,268,23,Left Midfielder,29,2610,0.1,,,,,,,,,,,0,8700000.0,6121867,14821867,0.0
Pachuca,J. López,Javier López,12,264,31,Centre Attacking Midfielder,32,2880,0.09,1090000.0,18-07-2022,30-06-2026,,,,,,4.0,,1090000,18330000.0,0,18330000,0.059
Juárez,F. Nevárez,Francisco Nevárez,9,261,24,Right Back,28,2520,0.1,230000.0,01-01-2022,30-06-2026,,,,,,4.0,,230000,12850000.0,5433333,18283333,0.013
Atlético San Luis,D. Abitia,Diego Abitia,8,260,22,Centre Forward,26,2340,0.11,,,,,,,,,,,0,8040000.0,1600000,9640000,0.0
Tijuana,Joe Corona,Joe Corona,11,254,35,Central Midfielder,26,2340,0.11,350000.0,12-01-2024,30-06-2026,,,,,,2.0,,350000,11350000.0,11783333,23133333,0.015
Guadalajara,T. Wilke,Teun Wilke,6,250,23,Centre Forward,30,2700,0.09,350000.0,01-07-2025,30-06-2026,,,,,,1.0,,350000,27200000.0,22351667,49551667,0.007
Juárez,J. Gónzalez,Jonathan González,5,249,26,Central Midfielder,28,2520,0.1,700000.0,02-01-2025,30-06-2025,,,,,,0.0,,700000,12850000.0,5433333,18283333,0.038
Pachuca,G. Cabral,Gustavo Cabral,5,244,40,Left Centre Back,32,2880,0.08,860000.0,07-01-2023,30-06-2026,,,,,,3.0,,860000,18330000.0,0,18330000,0.047
Monterrey,T. Leone,Tony Leone,6,240,21,Right Back,36,3240,0.07,,,,,,,,,,,0,47650000.0,10834167,61864167,0.0
Club América,M. Vázquez,Miguel Vázquez,4,240,21,Left Centre Back,35,3150,0.08,110000.0,01-07-2024,30-06-2026,,,,,,2.0,,110000,39090000.0,25266667,64356667,0.002
Pumas UNAM,A. Ramsey,Aaron Ramsey,6,235,34,Centre Attacking Midfielder,32,2880,0.08,1960000.0,04-07-2025,30-06-2026,,,,,,1.0,,1960000,12860000.0,5755000,18615000,0.105
Mazatlán,Á. Saavedra,Ángel Saavedra,7,235,22,Right Midfielder,25,2250,0.1,90000.0,01-07-2025,30-06-2026,,,,,,1.0,,90000,9710000.0,1747917,11457917,0.008
Pumas UNAM,S. López,Santiago López,9,235,20,Centre Forward,32,2880,0.08,110000.0,01-07-2025,30-06-2026,,,,,,1.0,,110000,12860000.0,5755000,18615000,0.006
Querétaro,M. Carcelén,Michael Carcelén,5,231,28,Central Midfielder,22,1980,0.12,440000.0,12-09-2025,30-06-2026,25/26,Verano europeo,4961.0,746209.0,1200000.0,1.0,1200000.0,1640000,11550000.0,8850000,20400000,0.08
Querétaro,S. Hernández,Sebastián Hernández,7,230,21,Left Back,22,1980,0.12,310000.0,24-06-2025,30-06-2026,,,,,,1.0,,310000,11550000.0,8850000,20400000,0.015
Atlético San Luis,L. Nájera,Luis Nájera,9,228,22,Central Midfielder,26,2340,0.1,,,,,,,,,,,0,8040000.0,1600000,9640000,0.0
Toluca,M. Isaís,Mauricio Isaís,3,225,24,Left Back,34,3060,0.07,750000.0,03-07-2025,30-06-2026,25/26,Verano europeo,1804.0,799707.0,1200000.0,1.0,1200000.0,1950000,25380000.0,25421667,50801667,0.038
Pumas UNAM,J. Macías,José Macías,7,224,26,Centre Forward,32,2880,0.08,880000.0,20-08-2025,28-02-2026,,,,,,1.0,,880000,12860000.0,5755000,18615000,0.047
Atlas,J. San Martín,Jorge San Martín,7,219,21,Left Centre Back,25,2250,0.1,,,,,,,,,,,0,10890000.0,6566667,17456667,0.0
Puebla,C. Baltazar,Carlos Baltazar,7,212,28,Central Midfielder,26,2340,0.09,730000.0,01-07-2025,30-06-2026,,,,,,1.0,,730000,11000000.0,7816667,18816667,0.039
Toluca,F. Arce,Fernando Arce,9,209,28,Central Midfielder,34,3060,0.07,530000.0,20-05-2024,30-06-2026,25/26,Verano europeo,1804.0,349150.0,1200000.0,2.0,600000.0,1130000,25380000.0,25421667,50801667,0.022
Monterrey,A. Martial,Anthony Martial,5,208,29,Centre Forward,36,3240,0.06,5180000.0,12-09-2025,30-06-2027,25/26,Verano europeo,2407.0,182877.0,1000000.0,2.0,500000.0,5680000,47650000.0,10834167,61864167,0.092
Mazatlán,S. Godínez,Said Godínez,4,207,21,Central Midfielder,25,2250,0.09,90000.0,01-01-2025,30-06-2026,,,,,,1.0,,90000,9710000.0,1747917,11457917,0.008
Pachuca,Alemão,Alemão,6,203,27,Centre Forward,32,2880,0.07,,,,,,,,,,,0,18330000.0,0,18330000,0.0
Toluca,V. Arteaga,Víctor Arteaga,5,200,21,Central Midfielder,34,3060,0.07,110000.0,01-01-2025,30-06-2026,,,,,,1.0,,110000,25380000.0,25421667,50801667,0.002
León,D. Arcila,Daniel Arcila,7,195,23,Centre Attacking Midfielder,28,2520,0.08,310000.0,04-08-2025,30-06-2026,25/26,Verano europeo,4941.0,1006054.0,730000.0,1.0,730000.0,1040000,18000000.0,10275833,28275833,0.037
Necaxa,R. Cortéz,Rogelio Cortéz,10,189,21,Centre Attacking Midfielder,29,2610,0.07,100000.0,01-07-2024,30-06-2026,,,,,,2.0,,100000,8700000.0,6121867,14821867,0.007
Pumas UNAM,Á. Rico,Ángel Rico,8,188,20,Central Midfielder,32,2880,0.07,110000.0,01-01-2025,30-06-2026,,,,,,1.0,,110000,12860000.0,5755000,18615000,0.006
Necaxa,R. Sandoval,Raúl Sandoval,7,185,25,Left Back,29,2610,0.07,,,,,,,,,,,0,8700000.0,6121867,14821867,0.0
Juárez,D. Ochoa,Diego Ochoa,4,185,20,Central Defender,28,2520,0.07,210000.0,04-07-2025,30-06-2026,,,,,,1.0,,210000,12850000.0,5433333,18283333,0.011
Mazatlán,C. Castro,Christopher Castro,3,182,20,Left Centre Back,25,2250,0.08,90000.0,01-07-2025,30-06-2026,,,,,,1.0,,90000,9710000.0,1747917,11457917,0.008
Tijuana,M. Ortega,Miguel Ortega,2,180,30,Goalkeeper,26,2340,0.08,,,,,,,,,,,0,11350000.0,11783333,23133333,0.0
Atlético San Luis,C. López,César López,2,180,25,Goalkeeper,26,2340,0.08,130000.0,01-07-2023,30-06-2025,,,,,,2.0,,130000,8040000.0,1600000,9640000,0.013
Cruz Azul,A. Gudiño,Andrés Gudiño,2,180,28,Goalkeeper,35,3150,0.06,530000.0,02-07-2024,30-06-2027,,,,,,3.0,,530000,23380000.0,28637500,52017500,0.01
Atlas,A. Sánchez,Antonio Sánchez,2,180,25,Goalkeeper,25,2250,0.08,60000.0,01-07-2022,30-06-2026,,,,,,4.0,,60000,10890000.0,6566667,17456667,0.003
Pumas UNAM,R. Parra,Rodrigo Parra,2,180,17,Goalkeeper,32,2880,0.06,90000.0,01-07-2025,30-06-2026,,,,,,1.0,,90000,12860000.0,5755000,18615000,0.005
Pachuca,S. Hernández,Sergio Hernández,4,179,23,Left Attacking Midfielder,32,2880,0.06,110000.0,01-01-2023,31-12-2025,,,,,,2.0,,110000,18330000.0,0,18330000,0.006
Santos Laguna,R. Prieto,Ronaldo Prieto,4,177,28,Left Midfielder,24,2160,0.08,70000.0,10-07-2020,30-06-2026,,,,,,6.0,,70000,9150000.0,3645833,12795833,0.005
Santos Laguna,T. Jiménez,Tahiel Jiménez,5,164,19,Centre Forward,24,2160,0.08,,,,,,,,,,,0,9150000.0,3645833,12795833,0.0
León,C. Cisneros,Carlos Cisneros,8,163,32,Left Attacking Midfielder,28,2520,0.06,440000.0,02-01-2025,30-06-2026,24/25,Invierno europeo,4941.0,258207.0,1000000.0,1.0,1000000.0,1440000,18000000.0,10275833,28275833,0.051
Tijuana,J. Fernández,Joaquín Fernández,4,158,26,Left Back,26,2340,0.07,310000.0,07-07-2025,30-06-2026,,,,,,1.0,,310000,11350000.0,11783333,23133333,0.013
Puebla,W. Portales,Walter Portales,3,158,21,Left Back,26,2340,0.07,90000.0,01-07-2025,30-06-2026,,,,,,1.0,,90000,11000000.0,7816667,18816667,0.005
Querétaro,A. de María y Campos,Antonio de María y Campos,4,157,21,Centre Forward,22,1980,0.08,,,,,,,,,,,0,11550000.0,8850000,20400000,0.0
Pachuca,A. Hurtado,Avilés Hurtado,11,146,38,Central Midfielder,32,2880,0.05,,,,,,,,,,,0,18330000.0,0,18330000,0.0
Puebla,B. Garnica,Brayan Garnica,7,145,29,Centre Forward,26,2340,0.06,310000.0,02-01-2025,30-06-2026,24/25,Invierno europeo,5662.0,401311.0,1500000.0,1.0,1500000.0,1810000,11000000.0,7816667,18816667,0.096
León,Ó. Villa,Óscar Villa,2,144,24,Left Back,28,2520,0.06,380000.0,01-07-2025,30-06-2026,25/26,Verano europeo,4941.0,784509.0,250000.0,1.0,250000.0,630000,18000000.0,10275833,28275833,0.022
Querétaro,E. Partida,Edson Partida,4,143,27,Left Attacking Midfielder,22,1980,0.07,350000.0,01-07-2025,30-06-2026,,,,,,1.0,,350000,11550000.0,8850000,20400000,0.017
Pachuca,William Carvalho,William Carvalho,4,141,33,Defensive Midfielder,32,2880,0.05,1500000.0,25-07-2025,30-06-2026,,,,,,1.0,,1500000,18330000.0,0,18330000,0.082
Querétaro,Carlo Adriano,Carlo García,6,141,24,Central Midfielder,22,1980,0.07,350000.0,10-08-2025,30-06-2026,,,,,,1.0,,350000,11550000.0,8850000,20400000,0.017
Guadalajara,I. Brizuela,Isaác Brizuela,7,137,35,Right Back,30,2700,0.05,900000.0,03-11-2022,30-06-2026,,,,,,4.0,,900000,27200000.0,22351667,49551667,0.018
Puebla,D. Paz,Denilson Paz,5,137,20,Central Midfielder,26,2340,0.06,,,,,,,,,,,0,11000000.0,7816667,18816667,0.0
Atlas,J. Serrato,Jesús Serrato,6,136,19,Central Midfielder,25,2250,0.06,,,,,,,,,,,0,10890000.0,6566667,17456667,0.0
Toluca,S. Aceves,Sebastián Aceves,2,135,19,Right Back,34,3060,0.04,,,,,,,,,,,0,25380000.0,25421667,50801667,0.0
Toluca,O. Virgen,Oswaldo Virgen,7,132,20,Centre Forward,34,3060,0.04,110000.0,01-07-2025,30-06-2026,,,,,,1.0,,110000,25380000.0,25421667,50801667,0.002
Querétaro,M. Coronel,Mateo Coronel,3,129,27,Centre Forward,22,1980,0.07,,,,,,,,,,,0,11550000.0,8850000,20400000,0.0
Cruz Azul,C. Jiménez,Cristian Jiménez,3,125,23,Central Defender,35,3150,0.04,110000.0,01-07-2025,30-06-2026,,,,,,1.0,,110000,23380000.0,28637500,52017500,0.002
Monterrey,J. Moxica,Joaquín Moxica,8,122,19,Centre Forward,36,3240,0.04,,,,,,,,,,,0,47650000.0,10834167,61864167,0.0
Tigres UANL,D. Sánchez,Diego Sánchez,2,121,20,Central Midfielder,37,3330,0.04,2300000.0,01-08-2023,30-06-2027,,,,,,4.0,,2300000,36450000.0,10285834,46735834,0.049
Santos Laguna,F. Fagúndez,Franco Fagúndez,7,120,25,Central Midfielder,24,2160,0.06,350000.0,01-01-2024,31-12-2027,,,,,,3.0,,350000,9150000.0,3645833,12795833,0.027
Pumas UNAM,U. Rivas,Ulíses Rivas,7,118,29,Central Midfielder,32,2880,0.04,540000.0,01-01-2023,30-06-2026,,,,,,3.0,,540000,12860000.0,5755000,18615000,0.029
Atlético San Luis,J. Marchand,Jahaziel Marchand,10,115,24,Central Midfielder,26,2340,0.05,210000.0,03-07-2025,30-06-2026,,,,,,1.0,,210000,8040000.0,1600000,9640000,0.022
Juárez,E. López,Eder López,7,115,19,Left Back,28,2520,0.05,,,,,,,,,,,0,12850000.0,5433333,18283333,0.0
Atlético San Luis,D. Guillén,Daniel Guillén,2,113,24,Left Centre Back,26,2340,0.05,110000.0,01-07-2024,30-06-2026,,,,,,2.0,,110000,8040000.0,1600000,9640000,0.011
Club América,N. Araújo,Néstor Araújo,3,111,34,Central Defender,35,3150,0.04,1800000.0,01-07-2022,30-06-2025,,,,,,3.0,,1800000,39090000.0,25266667,64356667,0.028
Necaxa,A. Montes,Alán Montes,4,110,25,Central Defender,29,2610,0.04,,,,,,,,,,,0,8700000.0,6121867,14821867,0.0
Juárez,D. Valoyes,Diego Valoyes,6,109,29,Left Attacking Midfielder,28,2520,0.04,980000.0,24-08-2023,30-06-2026,,,,,,3.0,,980000,12850000.0,5433333,18283333,0.054
Tijuana,J. Reyes,Josué Reyes,2,106,27,Left Centre Back,26,2340,0.05,310000.0,07-07-2025,30-06-2026,,,,,,1.0,,310000,11350000.0,11783333,23133333,0.013
Pachuca,I. Luna,Israel Luna,4,99,23,Central Midfielder,32,2880,0.03,30000.0,01-01-2023,30-06-2026,,,,,,3.0,,30000,18330000.0,0,18330000,0.002
Atlas,J. Guzmán,Jorge Guzmán,3,96,21,Central Midfielder,25,2250,0.04,,,,,,,,,,,0,10890000.0,6566667,17456667,0.0
Puebla,S. Olmedo,Sebastián Olmedo,2,95,24,Right Back,26,2340,0.04,,,,,,,,,,,0,11000000.0,7816667,18816667,0.0
Cruz Azul,J. Rodarte,Jorge Rodarte,3,95,21,Right Centre Back,35,3150,0.03,,,,,,,,,,,0,23380000.0,28637500,52017500,0.0
Atlas,C. Robles,Carlos Robles,2,91,25,Central Defender,25,2250,0.04,900000.0,01-01-2023,30-06-2026,,,,,,3.0,,900000,10890000.0,6566667,17456667,0.052
Mazatlán,A. Alcaráz,André Alcaráz,1,90,25,Goalkeeper,25,2250,0.04,250000.0,17-07-2025,30-06-2026,,,,,,1.0,,250000,9710000.0,1747917,11457917,0.022
Atlas,C. Ramos,César Ramos,1,90,25,Goalkeeper,25,2250,0.04,80000.0,03-07-2025,30-06-2026,,,,,,1.0,,80000,10890000.0,6566667,17456667,0.005
Guadalajara,E. García,Eduardo García,1,90,23,Goalkeeper,30,2700,0.03,350000.0,01-07-2025,30-06-2026,,,,,,1.0,,350000,27200000.0,22351667,49551667,0.007
Santos Laguna,H. Holguín,Héctor Holguín,1,90,24,Goalkeeper,24,2160,0.04,30000.0,03-02-2022,30-06-2026,,,,,,4.0,,30000,9150000.0,3645833,12795833,0.002
Mazatlán,R. Rodríguez,Ricardo Rodríguez,1,90,24,Goalkeeper,25,2250,0.04,230000.0,01-01-2022,30-06-2026,25/26,Verano europeo,82696.0,820227.0,125000.0,4.0,31250.0,261250,9710000.0,1747917,11457917,0.023
Pumas UNAM,J. Flores,Jonathan Flores,1,90,19,Left Centre Back,32,2880,0.03,,,,,,,,,,,0,12860000.0,5755000,18615000,0.0
Pumas UNAM,M. Paul,Miguel Paul,1,90,22,Goalkeeper,32,2880,0.03,,,,,,,,,,,0,12860000.0,5755000,18615000,0.0
Puebla,Á. de la Rosa,Álvaro de la Rosa,1,90,20,Right Wing Back,26,2340,0.04,,,,,,,,,,,0,11000000.0,7816667,18816667,0.0
Atlético San Luis,J. Murillo,Jhon Murillo,4,85,29,Central Midfielder,26,2340,0.04,,,,,,,,,,,0,8040000.0,1600000,9640000,0.0
Santos Laguna,G. Muñoz,Guillermo Muñoz,2,72,21,Left Winger,24,2160,0.03,,,,,,,,,,,0,9150000.0,3645833,12795833,0.0
Querétaro,F. Valenzuela,Fernando Valenzuela,3,68,28,Central Midfielder,22,1980,0.03,350000.0,08-01-2025,30-06-2026,24/25,Invierno europeo,4961.0,854027.0,500000.0,1.0,500000.0,850000,11550000.0,8850000,20400000,0.042
Tijuana,L. Vargas,Leonardo Vargas,2,68,24,Centre Forward,26,2340,0.03,,,,,,,,,,,0,11350000.0,11783333,23133333,0.0
Atlas,I. Domínguez,Idekel Domínguez,1,67,25,Right Wing Back,25,2250,0.03,,,,,,,,,,,0,10890000.0,6566667,17456667,0.0
Tijuana,F. Contreras,Francisco Contreras,1,67,26,Left Back,26,2340,0.03,110000.0,01-07-2022,30-06-2026,,,,,,4.0,,110000,11350000.0,11783333,23133333,0.005
Monterrey,M. Rodríguez,Michell Rodríguez,3,65,25,Centre Forward,36,3240,0.02,440000.0,01-07-2025,30-06-2026,,,,,,1.0,,440000,47650000.0,10834167,61864167,0.007
Toluca,A. Álvarez,Alek Álvarez,2,64,22,Left Attacking Midfielder,34,3060,0.02,230000.0,01-01-2025,30-06-2026,24/25,Invierno europeo,1804.0,804282.0,400000.0,1.0,400000.0,630000,25380000.0,25421667,50801667,0.012
León,P. Medina,Paolo Medina,1,60,26,Right Back,28,2520,0.02,310000.0,17-07-2025,30-06-2026,,,,,,1.0,,310000,18000000.0,10275833,28275833,0.011
Tigres UANL,O. Rodríguez,Osvaldo Rodríguez,2,59,29,Left Back,37,3330,0.02,880000.0,20-08-2024,30-06-2027,24/25,Verano europeo,7055.0,295426.0,2300000.0,3.0,766667.0,1646667,36450000.0,10285834,46735834,0.035
Tijuana,E. Bullaude,Ezequiel Bullaude,4,57,25,Centre Attacking Midfielder,26,2340,0.02,790000.0,10-09-2025,30-06-2026,25/26,Verano europeo,13353.0,627068.0,2500000.0,1.0,2500000.0,3290000,11350000.0,11783333,23133333,0.142
Cruz Azul,K. Velázquez,Karol Velázquez,1,57,20,Right Centre Back,35,3150,0.02,,,,,,,,,,,0,23380000.0,28637500,52017500,0.0
Atlético San Luis,C. Mares,Cristian Mares,2,53,21,Centre Forward,26,2340,0.02,,,,,,,,,,,0,8040000.0,1600000,9640000,0.0
Pumas UNAM,R. Galindo,Ricardo Galindo,2,52,27,Central Defender,32,2880,0.02,,,,,,,,,,,0,12860000.0,5755000,18615000,0.0
Cruz Azul,M. Levy,Mateo Levy,8,49,19,Centre Forward,35,3150,0.02,,,,,,,,,,,0,23380000.0,28637500,52017500,0.0
Cruz Azul,B. Gamboa,Bryan Gamboa,3,48,23,Right Attacking Midfielder,35,3150,0.02,110000.0,01-07-2025,30-06-2026,,,,,,1.0,,110000,23380000.0,28637500,52017500,0.002
Pumas UNAM,S. Venegas,Sebastián Venegas,1,45,20,Right Midfielder,32,2880,0.02,,,,,,,,,,,0,12860000.0,5755000,18615000,0.0
Puebla,J. Cortés,Jafet Cortés,1,45,20,Left Centre Back,26,2340,0.02,,,,,,,,,,,0,11000000.0,7816667,18816667,0.0
Tijuana,J. González,Joban González,3,43,20,Centre Forward,26,2340,0.02,,,,,,,,,,,0,11350000.0,11783333,23133333,0.0
Querétaro,B. Rubio,Brian Rubio,2,41,29,Centre Forward,22,1980,0.02,,,,,,,,,,,0,11550000.0,8850000,20400000,0.0
Puebla,Á. Araos,Ángelo Araos,2,39,28,Right Attacking Midfielder,26,2340,0.02,610000.0,27-08-2025,30-06-2026,,,,,,1.0,,610000,11000000.0,7816667,18816667,0.032
Pachuca,J. Brígido,Jesús Brígido,2,39,24,Left Attacking Midfielder,32,2880,0.01,,,,,,,,,,,0,18330000.0,0,18330000,0.0
Juárez,L. Silva,Leonardo Silva,4,39,21,Central Midfielder,28,2520,0.02,,,,,,,,,,,0,12850000.0,5433333,18283333,0.0
Tijuana,F. Madrigal,Fernando Madrigal,2,34,34,Central Midfielder,26,2340,0.01,,,,,,,,,,,0,11350000.0,11783333,23133333,0.0
Puebla,Á. Robles,Ángel Robles,3,34,23,Central Midfielder,26,2340,0.01,30000.0,01-07-2021,30-06-2026,,,,,,5.0,,30000,11000000.0,7816667,18816667,0.002
Pumas UNAM,E. Villaseñor,Emiliano Villaseñor,2,34,18,Left Attacking Midfielder,32,2880,0.01,,,,,,,,,,,0,12860000.0,5755000,18615000,0.0
Querétaro,L. Gutiérrez,Luis Gutiérrez,3,33,24,Central Midfielder,22,1980,0.02,260000.0,01-07-2025,30-06-2026,,,,,,1.0,,260000,11550000.0,8850000,20400000,0.013
Tijuana,A. Valenzuela,Aldieri Valenzuela,1,32,22,Central Midfielder,26,2340,0.01,,,,,,,,,,,0,11350000.0,11783333,23133333,0.0
Juárez,S. Abdullahi,Saminu Abdullahi,1,32,24,Right Midfielder,28,2520,0.01,,,,,,,,,,,0,12850000.0,5433333,18283333,0.0
Mazatlán,R. Camacho,Raúl Camacho,3,31,23,Centre Forward,25,2250,0.01,,,,,,,,,,,0,9710000.0,1747917,11457917,0.0
Atlético San Luis,F. Barajas,Fidel Barajas,3,30,19,Centre Attacking Midfielder,26,2340,0.01,350000.0,15-07-2025,15-07-2026,,,,,,1.0,,350000,8040000.0,1600000,9640000,0.036
Monterrey,L. Basulto,Luis Basulto,1,30,23,Left Attacking Midfielder,36,3240,0.01,,,,,,,,,,,0,47650000.0,10834167,61864167,0.0
Puebla,L. Cavallini,Lucas Cavallini,1,27,32,Left Attacking Midfielder,26,2340,0.01,1330000.0,05-01-2024,30-06-2026,,,,,,2.0,,1330000,11000000.0,7816667,18816667,0.071
Cruz Azul,C. Vargas,Carlos Vargas,1,26,26,Left Wing Back,35,3150,0.01,350000.0,18-01-2023,31-12-2026,,,,,,3.0,,350000,23380000.0,28637500,52017500,0.007
Atlético San Luis,J. Villal,Jonantán Villal,1,26,20,Left Midfielder,26,2340,0.01,90000.0,01-07-2025,30-06-2026,,,,,,1.0,,90000,8040000.0,1600000,9640000,0.009
Club América,D. Arriaga,Diego Arriaga,2,23,21,Centre Forward,35,3150,0.01,,,,,,,,,,,0,39090000.0,25266667,64356667,0.0
Club América,R. Sánchez,Richard Sánchez,3,22,29,Central Midfielder,35,3150,0.01,3440000.0,01-07-2024,30-06-2028,24/25,Verano europeo,3631.0,370875.0,9000000.0,4.0,2250000.0,5690000,39090000.0,25266667,64356667,0.088
Juárez,A. Méndez,Alex Méndez,1,20,25,Central Midfielder,28,2520,0.01,,,,,,,,,,,0,12850000.0,5433333,18283333,0.0
Atlético San Luis,J. González,José González,2,20,26,Defensive Midfielder,26,2340,0.01,340000.0,01-01-2024,30-06-2026,,,,,,2.0,,340000,8040000.0,1600000,9640000,0.035
Santos Laguna,P. Aquino,Pedro Aquino,1,19,30,Defensive Midfielder,24,2160,0.01,,,,,,,,,,,0,9150000.0,3645833,12795833,0.0
Querétaro,B. El-mesmari,Bruce El-mesmari,1,19,23,Left Attacking Midfielder,22,1980,0.01,210000.0,01-07-2025,30-06-2026,25/26,Verano europeo,4961.0,703843.0,150000.0,1.0,150000.0,360000,11550000.0,8850000,20400000,0.018
Pumas UNAM,M. Torres,Misael Torres,2,19,19,Centre Forward,32,2880,0.01,,,,,,,,,,,0,12860000.0,5755000,18615000,0.0
Tigres UANL,F. Ordóñez,Fernando Ordóñez,1,19,24,Left Back,37,3330,0.01,190000.0,01-07-2023,30-06-2026,,,,,,3.0,,190000,36450000.0,10285834,46735834,0.004
Monterrey,F. Valenzuela,Francisco Valenzuela,1,17,18,Centre Forward,36,3240,0.01,,,,,,,,,,,0,47650000.0,10834167,61864167,0.0
Cruz Azul,A. García,Amaury García,4,16,23,Central Midfielder,35,3150,0.01,110000.0,01-07-2024,30-06-2026,24/25,Verano europeo,3711.0,690469.0,300000.0,2.0,150000.0,260000,23380000.0,28637500,52017500,0.005
Santos Laguna,R. Rubio,Ronaldo Rubio,1,16,21,Second Striker,24,2160,0.01,,,,,,,,,,,0,9150000.0,3645833,12795833,0.0
Puebla,M. González,Mateo Gonzalez,1,16,16,Right Midfielder,26,2340,0.01,310000.0,01-07-2025,30-06-2026,25/26,Verano europeo,5662.0,1094384.0,1200000.0,1.0,1200000.0,1510000,11000000.0,7816667,18816667,0.08
Juárez,D. Martínez,Diego Martínez,1,15,21,Central Midfielder,28,2520,0.01,530000.0,23-07-2025,30-06-2028,25/26,Verano europeo,49283.0,656344.0,750000.0,3.0,250000.0,780000,12850000.0,5433333,18283333,0.043
Necaxa,D. Gómez,Diego Gómez,4,14,22,Central Midfielder,29,2610,0.01,130000.0,01-07-2022,30-06-2026,,,,,,4.0,,130000,8700000.0,6121867,14821867,0.009
Juárez,J. Álvarez,Jaime Álvarez,1,14,22,Right Attacking Midfielder,28,2520,0.01,,,,,,,,,,,0,12850000.0,5433333,18283333,0.0
Atlético San Luis,João Lourenço,João Lourenço,2,13,20,Right Winger,26,2340,0.01,,,,,,,,,,,0,8040000.0,1600000,9640000,0.0
Tijuana,Jesús Corona,Jesús Corona,1,12,44,Goalkeeper,26,2340,0.01,900000.0,01-07-2023,30-06-2026,,,,,,3.0,,900000,11350000.0,11783333,23133333,0.039
